LIBELLE EXAMEN;ANNEE SESSION;MOIS SESSION;SPECIALITE;OPTION SPECIALITE;PARTIC, 1;PARTIC, 2;NUMERO CANDIDAT;CODE EPREUVE;LIBELLE EPREUVE;CODE MATIERE;LIBELLE MATIERE;CONTROLABLE;NOTE;COEFFICIENT EPREUVE;NUMERO GROUPE
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316655480;009;PHILOSOPHIE; ;;O;7;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316655480;010;ED.PHYS.SPORT;5011;EPS APTE;N;13;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316655480;017;TRAV PERS ENC; ;;N;11;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316655480;204;MATHEMATIQUES; ; ;N;11;7;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316655480;205;PHYS-CHIMIE; ; ;N;8;6;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;001;FRANCAIS ECR.; ;;O;11;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;002;FRANCAIS ORAL; ;;N;3;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;003;HIST.GEOG.; ;;O;11;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;004;MATHEMATIQUES; ;;O;9;7;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;005;PHYS-CHIMIE; ;;O;10;6;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;005A;PHYS CHIM ECR; ;;N;8;4;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;005B;PHYS CHIM PRA; ;;N;18;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;006-2;SC. INGENIEUR; ;;O;11;8;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;007;L.V.E. 1; ;;O;11;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;007A;LV1 ECRIT;0002;ANGLAIS;N;11,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;007B;LV1 ORAL;0002;ANGLAIS;N;9,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;008;LANGUE VIV. 2; ;;O;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;008A;LV2 ECRIT;0001;ALLEMAND;N;10,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;008B;LV2 ORAL;0001;ALLEMAND;N;9,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;009;PHILOSOPHIE; ;;O;5;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;010;ED.PHYS.SPORT;5011;EPS APTE;N;13;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;017;TRAV PERS ENC; ;;N;11;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;204;MATHEMATIQUES; ; ;N;13;7;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316657825;205;PHYS-CHIMIE; ; ;N;10;6;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;001;FRANCAIS ECR.; ;;O;9;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;002;FRANCAIS ORAL; ;;N;4;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;003;HIST.GEOG.; ;;O;4;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;004;MATHEMATIQUES; ;;O;11;7;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;005;PHYS-CHIMIE; ;;O;8;6;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;005A;PHYS CHIM ECR; ;;N;4,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;005B;PHYS CHIM PRA; ;;N;18;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;006-2;SC. INGENIEUR; ;;O;8;8;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;006A-2;SC ING ECRIT; ;;N;6,5;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;006B-3;SC ING ORAL; ;;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;006BA;COND REV PROJ; ;;N;6;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;006BB;PRSENTAT PROJ; ;;N;3;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;007;L.V.E. 1; ;;O;13;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;007A;LV1 ECRIT;0002;ANGLAIS;N;15;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;007B;LV1 ORAL;0002;ANGLAIS;N;10,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;008;LANGUE VIV. 2; ;;O;12;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;008A;LV2 ECRIT;0001;ALLEMAND;N;13,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;008B;LV2 ORAL;0001;ALLEMAND;N;10,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;7;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;009;PHILOSOPHIE; ;;O;11;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;010;ED.PHYS.SPORT; ;;N;14;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;015;EPR.FACULT.1;3703;ART-MUSIQUE;N;18;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;017;TRAV PERS ENC; ;;N;14;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;203;HIST.GEOG.; ; ;N;12;3;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316658595;205;PHYS-CHIMIE; ; ;N;10;6;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;001;FRANCAIS ECR.; ;;O;9;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;002;FRANCAIS ORAL; ;;N;6;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;003;HIST.GEOG.; ;;O;6;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;004;MATHEMATIQUES; ;;O;9;7;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;005;PHYS-CHIMIE; ;;O;7;6;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;005A;PHYS CHIM ECR; ;;N;6;4;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;005B;PHYS CHIM PRA; ;;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;006-2;SC. INGENIEUR; ;;O;7;8;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;006A-2;SC ING ECRIT; ;;N;5,5;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;006B-3;SC ING ORAL; ;;N;10,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;006BA;COND REV PROJ; ;;N;6;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;006BB;PRSENTAT PROJ; ;;N;4,5;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;007;L.V.E. 1; ;;O;12;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;007A;LV1 ECRIT;0002;ANGLAIS;N;10,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;007B;LV1 ORAL;0002;ANGLAIS;N;13,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;008;LANGUE VIV. 2; ;;O;8;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;008A;LV2 ECRIT;0007;ESPAGNOL;N;5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;008B;LV2 ORAL;0007;ESPAGNOL;N;9,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;008BA;LV2 COMP ORAL;0007;ESPAGNOL;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;008BB;LV2 EXP ORALE;0007;ESPAGNOL;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;009;PHILOSOPHIE; ;;O;7;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;010;ED.PHYS.SPORT; ;;N;14;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;017;TRAV PERS ENC; ;;N;11;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;205;PHYS-CHIMIE; ; ;N;11;6;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316659220;206-2;SC. INGENIEUR; ; ;N;13;8;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;001;FRANCAIS ECR.; ;;O;7;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;002;FRANCAIS ORAL; ;;N;11;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;003;HIST.GEOG.; ;;O;11;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;004;MATHEMATIQUES; ;;O;4;7;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;005;PHYS-CHIMIE; ;;O;10;6;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;005A;PHYS CHIM ECR; ;;N;8,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;005B;PHYS CHIM PRA; ;;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;006-2;SC. INGENIEUR; ;;O;11;8;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;006A-2;SC ING ECRIT; ;;N;10;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;006B-3;SC ING ORAL; ;;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;006BA;COND REV PROJ; ;;N;6,5;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;006BB;PRSENTAT PROJ; ;;N;7,5;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;007;L.V.E. 1; ;;O;10;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;007A;LV1 ECRIT;0002;ANGLAIS;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;007B;LV1 ORAL;0002;ANGLAIS;N;5,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;2;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;008;LANGUE VIV. 2; ;;O;11;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;008A;LV2 ECRIT;0001;ALLEMAND;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;008B;LV2 ORAL;0001;ALLEMAND;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;009;PHILOSOPHIE; ;;O;11;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;010;ED.PHYS.SPORT;5011;EPS APTE;N;16;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;017;TRAV PERS ENC; ;;N;12;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;204;MATHEMATIQUES; ; ;N;11;7;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913865;207;L.V.E. 1;0002;ANGLAIS;N;10;3;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;001;FRANCAIS ECR.; ;;O;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;002;FRANCAIS ORAL; ;;N;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;003;HIST.GEOG.; ;;O;12;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;004;MATHEMATIQUES; ;;O;7;7;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;005;PHYS-CHIMIE; ;;O;8;6;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;005A;PHYS CHIM ECR; ;;N;4,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;005B;PHYS CHIM PRA; ;;N;18;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;006-2;SC. INGENIEUR; ;;O;11;8;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;006A-2;SC ING ECRIT; ;;N;10,5;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;006B-3;SC ING ORAL; ;;N;10,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;006BA;COND REV PROJ; ;;N;5;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;006BB;PRSENTAT PROJ; ;;N;5,5;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;007;L.V.E. 1; ;;O;9;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;007A;LV1 ECRIT;0002;ANGLAIS;N;7,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;007B;LV1 ORAL;0002;ANGLAIS;N;9,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;008;LANGUE VIV. 2; ;;O;7;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;008A;LV2 ECRIT;0001;ALLEMAND;N;5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;008B;LV2 ORAL;0001;ALLEMAND;N;7,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;7;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;009;PHILOSOPHIE; ;;O;9;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;010;ED.PHYS.SPORT;5011;EPS APTE;N;14;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;017;TRAV PERS ENC; ;;N;12;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;204;MATHEMATIQUES; ; ;N;12;7;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913881;205;PHYS-CHIMIE; ; ;N;10;6;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;001;FRANCAIS ECR.; ;;O;8;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;002;FRANCAIS ORAL; ;;N;11;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;003;HIST.GEOG.; ;;O;12;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;004;MATHEMATIQUES; ;;O;4;7;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;005;PHYS-CHIMIE; ;;O;7;6;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;005A;PHYS CHIM ECR; ;;N;4;4;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;005B;PHYS CHIM PRA; ;;N;18;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;006-2;SC. INGENIEUR; ;;O;11;8;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;006A-2;SC ING ECRIT; ;;N;11,5;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;006B-3;SC ING ORAL; ;;N;6;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;006BA;COND REV PROJ; ;;N;3;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;006BB;PRSENTAT PROJ; ;;N;3;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;007;L.V.E. 1; ;;O;10;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;007A;LV1 ECRIT;0001;ALLEMAND;N;7,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;007B;LV1 ORAL;0001;ALLEMAND;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;007BA;LV1 COMP ORAL;0001;ALLEMAND;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;007BB;LV1 EXP ORALE;0001;ALLEMAND;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;008;LANGUE VIV. 2; ;;O;11;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;008A;LV2 ECRIT;0002;ANGLAIS;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;008B;LV2 ORAL;0002;ANGLAIS;N;12,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;008BA;LV2 COMP ORAL;0002;ANGLAIS;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;008BB;LV2 EXP ORALE;0002;ANGLAIS;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;009;PHILOSOPHIE; ;;O;12;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;010;ED.PHYS.SPORT;5011;EPS APTE;N;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;017;TRAV PERS ENC; ;;N;11;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;204;MATHEMATIQUES; ; ;N;11;7;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316913976;205;PHYS-CHIMIE; ; ;N;7;6;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;001;FRANCAIS ECR.; ;;O;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;002;FRANCAIS ORAL; ;;N;14;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;003;HIST.GEOG.; ;;O;11;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;004;MATHEMATIQUES; ;;O;4;7;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;005;PHYS-CHIMIE; ;;O;7;6;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;005A;PHYS CHIM ECR; ;;N;5;4;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;005B;PHYS CHIM PRA; ;;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;006-2;SC. INGENIEUR; ;;O;8;8;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;006A-2;SC ING ECRIT; ;;N;7;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;006B-3;SC ING ORAL; ;;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;006BA;COND REV PROJ; ;;N;6,5;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;006BB;PRSENTAT PROJ; ;;N;2,5;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;007;L.V.E. 1; ;;O;14;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;007A;LV1 ECRIT;0002;ANGLAIS;N;17;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;007B;LV1 ORAL;0002;ANGLAIS;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;008;LANGUE VIV. 2; ;;O;13;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;008A;LV2 ECRIT;0001;ALLEMAND;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;008B;LV2 ORAL;0001;ALLEMAND;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;009;PHILOSOPHIE; ;;O;11;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;010;ED.PHYS.SPORT;5011;EPS APTE;N;14;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;015;EPR.FACULT.1;5011;EPS APTE;N;16;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;017;TRAV PERS ENC; ;;N;13;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;204;MATHEMATIQUES; ; ;N;12;7;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914086;206-2;SC. INGENIEUR; ; ;N;9;8;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;001;FRANCAIS ECR.; ;;O;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;002;FRANCAIS ORAL; ;;N;9;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;003;HIST.GEOG.; ;;O;11;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;004;MATHEMATIQUES; ;;O;6;7;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;005;PHYS-CHIMIE; ;;O;9;6;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;005A;PHYS CHIM ECR; ;;N;6,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;005B;PHYS CHIM PRA; ;;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;006-2;SC. INGENIEUR; ;;O;8;8;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;006A-2;SC ING ECRIT; ;;N;5,5;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;006B-3;SC ING ORAL; ;;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;006BA;COND REV PROJ; ;;N;7;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;006BB;PRSENTAT PROJ; ;;N;5;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;007;L.V.E. 1; ;;O;11;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;007A;LV1 ECRIT;0002;ANGLAIS;N;8,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;007B;LV1 ORAL;0002;ANGLAIS;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;008;LANGUE VIV. 2; ;;O;12;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;008A;LV2 ECRIT;0001;ALLEMAND;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;008B;LV2 ORAL;0001;ALLEMAND;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;009;PHILOSOPHIE; ;;O;10;3;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;010;ED.PHYS.SPORT;5011;EPS APTE;N;13;2;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;017;TRAV PERS ENC; ;;N;13;;1
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;204;MATHEMATIQUES; ; ;N;13;7;2
BACCALAUREAT GENERAL;2017;06;S;SCI;C;R;0316914259;207;L.V.E. 1;0002;ANGLAIS;N;15;3;2
