LIBELLE EXAMEN;ANNEE SESSION;MOIS SESSION;SPECIALITE;OPTION SPECIALITE;PARTIC, 1;PARTIC, 2;NUMERO CANDIDAT;CODE EPREUVE;LIBELLE EPREUVE;CODE MATIERE;LIBELLE MATIERE;CONTROLABLE;NOTE;COEFFICIENT EPREUVE;NUMERO GROUPE
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918491;008B;LV2 ORAL;0001;ALLEMAND;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918491;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;20;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918491;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918491;009;PHILOSOPHIE; ;;O;9;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918491;010;ED.PHYS.SPORT;5011;EPS APTE;N;16;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918491;017;TRAV PERS ENC; ;;N;11;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918491;204;MATHEMATIQUES; ; ;N;7;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918491;205;PHYS-CHIMIE; ; ;N;14;8;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;001;FRANCAIS ECR.; ;;O;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;002;FRANCAIS ORAL; ;;N;15;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;003;HIST.GEOG.; ;;O;4;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;004;MATHEMATIQUES; ;;O;2;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;005;PHYS-CHIMIE; ;;O;7;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;005A;PHYS CHIM ECR; ;;N;4,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;005B;PHYS CHIM PRA; ;;N;15;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;006-3;SC. VIE TERRE; ;;O;8;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;006A-3;S.V.T. ECRIT; ;;N;5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;006B-2;S.V.T. PRATIQ; ;;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;007;L.V.E. 1; ;;O;14;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;007A;LV1 ECRIT;0002;ANGLAIS;N;11,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;007B;LV1 ORAL;0002;ANGLAIS;N;16,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;17;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;008;LANGUE VIV. 2; ;;O;15;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;008A;LV2 ECRIT;0047;TURC;N;14,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;008C;LV2 ORAL;0047;TURC;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;009;PHILOSOPHIE; ;;O;9;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;010;ED.PHYS.SPORT;5011;EPS APTE;N;DI;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;015;EPR.FACULT.1;0007;ESPAGNOL;N;16;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;017;TRAV PERS ENC; ;;N;14;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;204;MATHEMATIQUES; ; ;N;11;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918506;205;PHYS-CHIMIE; ; ;N;9;8;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;001;FRANCAIS ECR.; ;;O;8;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;002;FRANCAIS ORAL; ;;N;15;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;003;HIST.GEOG.; ;;O;9;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;004;MATHEMATIQUES; ;;O;8;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;005;PHYS-CHIMIE; ;;O;8;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;005A;PHYS CHIM ECR; ;;N;6;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;005B;PHYS CHIM PRA; ;;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;006-3;SC. VIE TERRE; ;;O;9;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;006A-3;S.V.T. ECRIT; ;;N;5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;006B-2;S.V.T. PRATIQ; ;;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;007;L.V.E. 1; ;;O;12;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;007A;LV1 ECRIT;0002;ANGLAIS;N;12,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;007B;LV1 ORAL;0002;ANGLAIS;N;10,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;11;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;008;LANGUE VIV. 2; ;;O;12;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;008A;LV2 ECRIT;0001;ALLEMAND;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;008B;LV2 ORAL;0001;ALLEMAND;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;009;PHILOSOPHIE; ;;O;9;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;010;ED.PHYS.SPORT;5011;EPS APTE;N;13;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;017;TRAV PERS ENC; ;;N;12;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;204;MATHEMATIQUES; ; ;N;8;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918511;207;L.V.E. 1;0002;ANGLAIS;N;18;3;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;001;FRANCAIS ECR.; ;;O;3;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;002;FRANCAIS ORAL; ;;N;7;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;003;HIST.GEOG.; ;;O;4;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;004;MATHEMATIQUES; ;;O;7;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;005;PHYS-CHIMIE; ;;O;8;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;005A;PHYS CHIM ECR; ;;N;5,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;005B;PHYS CHIM PRA; ;;N;18;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;006-3;SC. VIE TERRE; ;;O;9;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;006A-3;S.V.T. ECRIT; ;;N;4,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;006B-2;S.V.T. PRATIQ; ;;N;19;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;007;L.V.E. 1; ;;O;10;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;007A;LV1 ECRIT;0002;ANGLAIS;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;007B;LV1 ORAL;0002;ANGLAIS;N;9,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;6;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;008;LANGUE VIV. 2; ;;O;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;008A;LV2 ECRIT;0001;ALLEMAND;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;008B;LV2 ORAL;0001;ALLEMAND;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;009;PHILOSOPHIE; ;;O;8;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;010;ED.PHYS.SPORT;5011;EPS APTE;N;15;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;017;TRAV PERS ENC; ;;N;11;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;204;MATHEMATIQUES; ; ;N;12;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918537;206-3;SC. VIE TERRE; ; ;N;12;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;001;FRANCAIS ECR.; ;;O;8;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;002;FRANCAIS ORAL; ;;N;6;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;003;HIST.GEOG.; ;;O;5;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;004;MATHEMATIQUES; ;;O;6;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;005;PHYS-CHIMIE; ;;O;11;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;005A;PHYS CHIM ECR; ;;N;10;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;005B;PHYS CHIM PRA; ;;N;15;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;006-3;SC. VIE TERRE; ;;O;10;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;006A-3;S.V.T. ECRIT; ;;N;5,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;006B-2;S.V.T. PRATIQ; ;;N;18;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;007;L.V.E. 1; ;;O;9;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;007A;LV1 ECRIT;0002;ANGLAIS;N;9,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;007B;LV1 ORAL;0002;ANGLAIS;N;7;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;6;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;008;LANGUE VIV. 2; ;;O;8;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;008A;LV2 ECRIT;0001;ALLEMAND;N;6,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;008B;LV2 ORAL;0001;ALLEMAND;N;9;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;14;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;009;PHILOSOPHIE; ;;O;8;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;010;ED.PHYS.SPORT;5011;EPS APTE;N;15;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;017;TRAV PERS ENC; ;;N;12;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;203;HIST.GEOG.; ; ;N;11;3;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918576;206-3;SC. VIE TERRE; ; ;N;10;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;001;FRANCAIS ECR.; ;;O;9;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;002;FRANCAIS ORAL; ;;N;7;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;003;HIST.GEOG.; ;;O;7;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;004;MATHEMATIQUES; ;;O;4;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;005;PHYS-CHIMIE; ;;O;12;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;005A;PHYS CHIM ECR; ;;N;10;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;005B;PHYS CHIM PRA; ;;N;17;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;006-3;SC. VIE TERRE; ;;O;6;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;006A-3;S.V.T. ECRIT; ;;N;2,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;006B-2;S.V.T. PRATIQ; ;;N;17;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;007;L.V.E. 1; ;;O;6;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;007A;LV1 ECRIT;0002;ANGLAIS;N;5,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;007B;LV1 ORAL;0002;ANGLAIS;N;5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;2;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;008;LANGUE VIV. 2; ;;O;5;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;008A;LV2 ECRIT;0001;ALLEMAND;N;4,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;008B;LV2 ORAL;0001;ALLEMAND;N;5,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;7;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;009;PHILOSOPHIE; ;;O;11;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;010;ED.PHYS.SPORT;5011;EPS APTE;N;12;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;017;TRAV PERS ENC; ;;N;14;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;204;MATHEMATIQUES; ; ;N;3;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918735;206-3;SC. VIE TERRE; ; ;N;11;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;001;FRANCAIS ECR.; ;;O;12;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;002;FRANCAIS ORAL; ;;N;12;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;003;HIST.GEOG.; ;;O;10;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;004;MATHEMATIQUES; ;;O;4;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;005;PHYS-CHIMIE; ;;O;6;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;005A;PHYS CHIM ECR; ;;N;4;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;005B;PHYS CHIM PRA; ;;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;006-3;SC. VIE TERRE; ;;O;6;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;006A-3;S.V.T. ECRIT; ;;N;3,5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;006B-2;S.V.T. PRATIQ; ;;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;007;L.V.E. 1; ;;O;10;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;007A;LV1 ECRIT;0002;ANGLAIS;N;12;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;007B;LV1 ORAL;0002;ANGLAIS;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;6;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;008;LANGUE VIV. 2; ;;O;7;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;008A;LV2 ECRIT;0001;ALLEMAND;N;7;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;008B;LV2 ORAL;0001;ALLEMAND;N;5,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;7;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;009;PHILOSOPHIE; ;;O;10;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;010;ED.PHYS.SPORT;5011;EPS APTE;N;16;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;015;EPR.FACULT.1;0007;ESPAGNOL;N;13;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;017;TRAV PERS ENC; ;;N;12;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;205;PHYS-CHIMIE; ; ;N;6;8;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918800;206-3;SC. VIE TERRE; ; ;N;14;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;001;FRANCAIS ECR.; ;;O;13;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;002;FRANCAIS ORAL; ;;N;9;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;003;HIST.GEOG.; ;;O;7;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;004;MATHEMATIQUES; ;;O;2;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;005;PHYS-CHIMIE; ;;O;9;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;005A;PHYS CHIM ECR; ;;N;7;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;005B;PHYS CHIM PRA; ;;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;006-3;SC. VIE TERRE; ;;O;7;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;006A-3;S.V.T. ECRIT; ;;N;5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;006B-2;S.V.T. PRATIQ; ;;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;007;L.V.E. 1; ;;O;17;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;007A;LV1 ECRIT;0002;ANGLAIS;N;16;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;007B;LV1 ORAL;0002;ANGLAIS;N;16,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;20;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;13;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;008;LANGUE VIV. 2; ;;O;12;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;008A;LV2 ECRIT;0001;ALLEMAND;N;18;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;008B;LV2 ORAL;0001;ALLEMAND;N;6;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;008BA;LV2 COMP ORAL;0001;ALLEMAND;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;008BB;LV2 EXP ORALE;0001;ALLEMAND;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;009;PHILOSOPHIE; ;;O;8;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;010;ED.PHYS.SPORT;5011;EPS APTE;N;19;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;015;EPR.FACULT.1;5011;EPS APTE;N;20;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;015A;ACTIVITE EPS;6002;COURSE LONGUE;N;;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;015A;ACTIVITE EPS;6002;HAUT NIV SCOL;N;;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;015A;ACTIVITE EPS;6002;UNIFORME;N;;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;017;TRAV PERS ENC; ;;N;15;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;204;MATHEMATIQUES; ; ;N;8;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918928;206-3;SC. VIE TERRE; ; ;N;12;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;001;FRANCAIS ECR.; ;;O;9;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;002;FRANCAIS ORAL; ;;N;9;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;003;HIST.GEOG.; ;;O;7;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;004;MATHEMATIQUES; ;;O;8;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;005;PHYS-CHIMIE; ;;O;8;8;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;005A;PHYS CHIM ECR; ;;N;5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;005B;PHYS CHIM PRA; ;;N;18;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;006-3;SC. VIE TERRE; ;;O;8;6;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;006A-3;S.V.T. ECRIT; ;;N;5;4;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;006B-2;S.V.T. PRATIQ; ;;N;15;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;007;L.V.E. 1; ;;O;7;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;007A;LV1 ECRIT;0002;ANGLAIS;N;6,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;007B;LV1 ORAL;0002;ANGLAIS;N;7;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;007BA;LV1 COMP ORAL;0002;ANGLAIS;N;10;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;007BB;LV1 EXP ORALE;0002;ANGLAIS;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;008;LANGUE VIV. 2; ;;O;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;008A;LV2 ECRIT;0007;ESPAGNOL;N;12,5;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;008B;LV2 ORAL;0007;ESPAGNOL;N;6;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;008BA;LV2 COMP ORAL;0007;ESPAGNOL;N;4;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;008BB;LV2 EXP ORALE;0007;ESPAGNOL;N;8;1;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;009;PHILOSOPHIE; ;;O;10;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;010;ED.PHYS.SPORT;5011;EPS APTE;N;18;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;015;EPR.FACULT.1;5011;EPS APTE;N;19;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;017;TRAV PERS ENC; ;;N;17;;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;204;MATHEMATIQUES; ; ;N;12;7;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316918961;206-3;SC. VIE TERRE; ; ;N;9;6;2
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316919113;001;FRANCAIS ECR.; ;;O;10;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316919113;002;FRANCAIS ORAL; ;;N;14;2;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316919113;003;HIST.GEOG.; ;;O;4;3;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316919113;004;MATHEMATIQUES; ;;O;8;7;1
BACCALAUREAT GENERAL;2017;06;S;SVT;P;R;0316919113;005;PHYS-CHIMIE; ;;O;10;8;1
